SMILES_spectra,CAS,Molecular_Formula,Precursor_m/z,Spectrum,Ionization_Mode,Instrument_Type,Collision_Energy,SMILES_tox,Response_Modifier,Response,Response_Unit
'CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1','65277-42-1','C26H28Cl2N4O4','531.156','531.156:100.000000 532.1587:30.951465 533.1532:65.104629','positive','LC-ESI-QTOF','20 eV','CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1','',166,'mg/kg'
'CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1','65277-42-1','C26H28Cl2N4O4','531.156','531.1561:100.000000 532.1589:31.185372 533.1535:62.916337','positive','LC-ESI-QTOF','10 eV','CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1','',166,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','294.0554','134.0612:2.650162 198.023:100.000000','negative','LC-ESI-ITFT','55 (nominal)','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','294.0554','134.0611:2.341697 198.023:100.000000','negative','LC-ESI-ITFT','35 (nominal)','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','294.0554','134.061:11.152428 198.023:100.000000','negative','LC-ESI-ITFT','80 (nominal)','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','294.0554','198.0229:100.000000','negative','LC-ESI-ITFT','55 (nominal)','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','92.0495:0.661921 93.0336:0.589053 93.0573:0.304735 94.0652:5.064390 99.0556:1.160587 107.0605:0.329301 108.0445:6.531809 110.0602:0.265773 118.0653:0.863261 131.0603:0.417846 134.0603:12.381477 135.0675:0.287623 136.0759:67.574739 140.0167:1.279554 146.0715:6.843620 147.0556:0.741473 147.0794:2.989040 148.0632:0.497369 148.0872:1.453099 149.0712:2.173703 150.0553:2.245168 151.0327:1.448029 152.0706:0.359268 156.0117:6.989477 160.0873:6.160378 161.0019:0.864936 161.0713:0.734457 162.0665:1.601264 172.0873:2.145335 173.0713:0.262257 176.028:3.575422 177.0119:1.592482 182.0273:2.483569 188.0821:79.125835 189.0663:0.977671 189.0899:14.725316 190.0977:29.780565 191.0818:2.516932 193.0434:2.043420 194.0385:46.277341 195.0227:3.927659 198.0222:100.000000 200.0375:0.459479 202.0978:10.036959 203.0817:1.616354 214.0978:9.498954 216.0326:0.993545 218.0386:6.204485 219.0227:2.466215 230.0927:18.559042 232.1084:10.337031 236.0491:60.255026 254.0599:9.000786 278.0599:5.578447','positive','LC-ESI-ITFT','55 (nominal)','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','92.0495:0.432832 93.0335:0.673906 93.0573:0.477780 94.0652:5.430269 99.0554:0.923327 107.0603:0.324113 108.0444:6.521954 118.0651:0.951568 134.0601:10.353753 135.068:0.308587 136.0758:69.225822 140.0167:1.335319 146.0715:5.914949 147.0555:0.860127 147.0792:2.942360 148.0637:0.344159 148.0872:1.239788 149.0711:2.359950 150.0551:1.971956 151.0327:1.710098 152.0705:0.337189 156.0116:6.735498 160.0871:5.746466 161.0713:0.576010 172.0871:2.170739 173.071:0.352228 176.0279:3.859760 177.012:1.620424 182.0273:2.072356 188.082:77.641786 189.066:0.821925 189.0899:14.752755 190.0977:28.373258 191.0819:2.115802 193.0433:2.167678 194.0384:43.840081 195.0226:3.964877 198.0221:100.000000 200.0376:0.471103 202.0977:10.184059 203.0819:1.460593 214.0977:9.977263 216.0326:0.856092 218.0385:6.005222 219.0224:2.227776 230.0927:18.805998 232.1084:11.352578 236.049:61.275257 254.0598:9.902878 278.0597:5.677604','positive','LC-ESI-ITFT','35 (nominal)','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','79.0543:8.863729 80.0495:8.104109 92.0495:64.606959 93.0335:12.751625 93.0573:31.537281 94.0651:13.091042 97.0396:0.499618 98.0477:1.022157 99.0553:10.734274 106.0652:19.366472 107.0605:8.615479 108.0444:100.000000 110.0601:6.104916 118.0526:0.581535 121.0399:0.581501 131.0605:4.448566 132.0684:2.867589 134.0601:77.889653 135.0676:0.480775 136.0757:1.489399 140.0167:1.943006 146.0714:17.473212 147.0792:11.984057 148.0871:1.505090 151.0325:0.450558 156.0111:2.076655 160.0871:15.216792 161.0015:0.916841 162.0664:0.612849 176.0276:1.417864 201.0663:1.456715','positive','LC-ESI-ITFT','80 (nominal)','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','79.0543:0.214608 80.0496:0.521548 92.0496:6.978900 93.0336:5.916929 93.0574:9.960912 94.0652:3.233656 97.0394:0.149166 98.0476:0.543399 99.0554:6.626886 106.0653:1.325551 107.0605:1.282684 108.0445:36.730707 110.0602:0.549690 118.053:0.186224 118.0656:0.186817 121.04:0.264842 131.0608:0.421299 132.0684:0.682880 134.0602:100.000000 135.0682:0.398164 136.0758:5.886931 140.0167:0.795515 146.0715:6.942303 147.0561:0.270343 147.0793:5.398214 148.0629:0.253445 148.0872:1.494942 150.0553:1.225181 151.0324:0.295576 152.0707:0.267521 156.0116:5.561445 160.0872:13.768019 161.0018:1.362060 161.0709:0.331668 162.0664:6.294241 176.028:2.230198 188.0821:2.909334 189.0901:0.988393 190.0977:0.906129 194.0386:2.121340 198.0222:6.919047 201.0662:1.593456 202.0975:0.206922 218.0384:0.164253','positive','LC-ESI-ITFT','55 (nominal)','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','59.049:0.926146 65.0382:6.118895 66.0419:0.720336 93.0341:1.385261 93.0571:2.485554 99.0548:1.401092 108.0449:4.440750 131.0605:0.593683 132.0669:0.823241 134.0594:100.000000 135.0641:9.641415 136.0748:22.615372 137.0781:2.430143 146.0701:11.834085 147.055:0.934062 147.0785:9.498931 148.0856:3.285047 149.0699:0.941977 150.0543:8.097839 150.078:0.854904 151.031:0.601599 151.0577:1.029051 152.0697:3.704583 156.0103:10.377583 157.0118:0.696588 160.0859:18.063801 161.0006:2.129344 161.0718:0.672841 161.0895:2.271828 162.065:16.417320 163.0687:1.219030 172.0862:1.155703 174.0222:2.271828 176.0265:3.514605 188.0812:25.457136 189.0877:6.942136 190.0969:9.688910 191.0788:0.609515 191.0999:1.377345 194.0377:13.116441 195.041:1.701892 196.0346:1.171535 198.0214:79.767276 199.0238:7.203356 200.0183:3.641257 201.0634:2.145175 202.0954:1.686060 214.096:1.345682 216.0339:1.717723 216.0879:1.013219 218.0364:1.353598 230.0929:2.145175 232.1085:2.168923 236.0487:6.008074 237.0553:1.013219 254.0565:0.902398 278.0579:1.052798 296.0705:38.882292 297.0721:7.519987 298.0685:2.073933','positive','LC-ESI-QTOF','Ramp 21.5-32.2 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','119.0607:8.227848 131.0596:22.151899 132.0672:12.579114 133.0677:7.120253 134.0591:100.000000 135.0619:6.962025 140.0172:10.443038 143.0574:6.566456 145.0669:7.199367 146.0703:61.075949 147.0777:37.816456 148.0853:6.170886 159.0793:5.933544 160.085:32.674051 161.001:5.933544','positive','LC-ESI-QTOF','50 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','119.0591:2.365827 120.0665:1.686747 131.0584:5.498357 132.0659:5.958379 134.0588:100.000000 135.0621:15.355969 136.0759:3.461117 140.0158:1.774370 143.0576:2.278204 146.0702:28.324206 147.0775:19.605696 148.0847:5.323111 150.0542:1.927711 156.0097:10.032859 159.0561:2.059146 159.0762:1.730559 160.0853:35.772180 161.0006:1.752464 161.089:3.242059 162.0658:4.906900 173.0577:3.242059 176.0255:6.790800 188.0805:2.453450 198.0208:4.468784 201.0643:4.534502','positive','LC-ESI-QTOF','40 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','131.06:1.318660 132.0673:2.229390 133.0646:0.815862 134.0589:100.000000 135.0625:11.203871 136.0743:10.188787 137.0784:1.100465 140.015:0.711507 146.07:17.948961 147.0772:13.442747 148.0613:0.739968 148.0848:3.016792 149.0698:0.986624 150.0544:6.773551 150.0778:0.730481 151.0304:0.815862 151.0574:1.062518 152.0698:2.096575 156.0097:12.019732 156.9956:0.958163 157.0134:1.612750 158.0072:1.024571 160.0855:29.219239 161.0003:3.234987 161.0708:1.290200 161.0883:3.111659 162.0649:8.955507 163.0864:0.787402 167.026:0.815862 172.0853:1.043544 173.0578:0.891756 174.0778:0.815862 176.0263:4.752870 177.0111:1.252253 188.0802:11.222844 189.0886:3.197040 190.0948:4.297505 194.0369:6.896879 195.0218:0.853809 195.0415:0.796888 198.0206:34.882838 199.0239:3.567024 200.0185:1.404041 201.0644:3.339342 218.0384:1.090978 236.0478:1.261740 296.0711:2.618347','positive','LC-ESI-QTOF','30 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','132.0689:0.650590 134.0591:40.241152 135.0652:6.419153 136.0743:30.959403 137.0782:3.079459 145.0746:0.789382 146.0699:8.882720 147.0777:4.840389 148.0854:3.478487 149.0695:1.127689 150.0539:8.856697 150.0782:0.728661 151.0299:0.893477 151.0562:0.746010 152.0697:4.389313 156.0096:7.945871 158.008:0.650590 160.0854:11.485080 161.0007:3.096808 161.0889:0.867453 162.065:9.880291 172.0853:0.806731 174.0227:2.368147 176.0265:2.628383 177.0096:0.780708 188.0802:41.186676 189.0867:10.157876 190.0955:16.880638 191.0782:0.954198 191.0991:2.671756 193.042:0.659264 194.0373:19.136017 195.0194:0.832755 195.0404:2.194656 196.0316:1.179736 198.0205:92.696044 199.0234:10.929910 200.0176:4.033657 201.0628:1.049618 202.0973:2.255378 203.0769:0.763359 214.0957:2.836572 215.0954:0.711312 216.031:1.431298 216.0876:1.865024 218.0374:1.821652 230.0912:6.289035 231.0958:1.145038 232.1087:3.730049 236.0466:11.745316 237.0482:0.858779 237.0535:0.876128 238.0444:0.746010 254.0592:2.264053 278.0582:1.335878 296.0694:100.000000 297.0725:13.436849 298.0704:4.753643','positive','LC-ESI-QTOF','20 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','136.0743:1.979138 188.0793:1.653457 190.0962:0.747016 194.0364:0.687802 198.0206:2.660107 230.0923:0.628587 232.1068:0.655917 236.047:1.156965 296.0693:100.000000 297.0716:15.655461 298.0672:5.017309','positive','LC-ESI-QTOF','10 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','294.0554','134.06:100.000000','negative','LC-ESI-QTOF','40 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','294.0554','134.0608:100.000000 198.0222:38.166311','negative','LC-ESI-QTOF','30 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','294.0554','134.0602:32.452142 198.0219:100.000000 199.0253:8.568824','negative','LC-ESI-QTOF','20 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','294.0554','198.0219:56.462585 294.0535:100.000000 295.0562:13.945578','negative','LC-ESI-QTOF','10 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','131.0601:30.330882 134.0591:100.000000 135.0619:14.522059 146.0705:67.830882 147.0775:47.610294 160.0851:48.897059','positive','LC-ESI-QTOF','50 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','119.0598:3.807339 131.0583:5.963303 132.0665:6.880734 134.0591:100.000000 135.0625:7.614679 136.0749:4.633028 146.0705:30.137615 147.0777:21.559633 148.0837:6.513761 156.0104:9.541284 160.0863:25.091743 176.0272:8.944954 201.063:5.000000','positive','LC-ESI-QTOF','40 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','132.0674:2.343129 134.0591:100.000000 140.0148:1.707705 146.0706:11.715647 147.0784:12.688642 148.0842:3.455123 150.0535:6.036537 150.0785:1.568705 156.0103:14.336775 160.086:24.821287 161.0006:2.104845 161.0879:3.474980 162.0652:8.876092 163.0675:1.846704 176.0258:5.659253 188.0804:13.562351 189.086:5.063542 190.0962:4.408261 194.0369:6.850675 195.0393:1.667990 198.0207:31.949960 199.0239:2.740270 200.0182:1.846704 201.0651:2.740270 296.0717:2.501986','positive','LC-ESI-QTOF','30 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','134.0591:47.092799 135.064:5.795148 136.0747:29.399307 137.077:3.195995 146.07:8.875626 147.0778:5.814401 148.0857:3.118983 150.0535:8.144012 152.0695:2.656912 156.0104:7.200616 160.0856:14.439738 160.9983:3.677320 162.0652:10.204082 174.0195:3.330766 188.0807:44.281864 190.0959:16.711590 191.1001:2.676165 194.037:20.619946 195.0401:1.790528 198.0209:100.000000 199.0241:10.127070 200.0165:6.680786 202.0976:2.849442 214.0956:3.465537 218.0365:1.617251 230.0932:4.678475 232.1067:3.234501 236.0472:11.956103 237.0515:2.406623 254.0593:2.252599 278.0611:1.540239 296.0696:98.941086 297.0714:13.958414 298.066:3.985368','positive','LC-ESI-QTOF','20 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
'CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','21312-10-7','C12H13N3O4S','296.07','136.0739:2.038601 188.0809:1.550060 190.0982:0.862485 194.0365:0.747889 198.0213:2.744270 230.0918:0.585042 232.1091:0.603136 236.0489:1.091677 296.0707:100.000000 297.072:14.897467 298.0664:4.885404','positive','LC-ESI-QTOF','10 eV','CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1','',8400,'mg/kg'
